HEROIN ABUSE OR DEPENDENCE - PAST YEAR,PAIN RELIEVER ABUSE OR DEPENDENCE - PAST YEAR,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,0 - No/Unknown,0.9929461264042824,0.0005865008117890634,0.9916706149706641,0.9940274901373922,1.0,0.0,N/A,N/A,0.9929461264042824,0.0005865008117890634,0.9916706149706641,0.9940274901373922,246096938.30747968,54423,2476265.9692279664
0 - No/Unknown,1 - Yes,0.006644622612387363,0.0005691842291013612,0.005597767026640192,0.00788570135386049,0.9419820928494761,0.0201934179602393,0.8857595779309122,0.9714276895561509,0.006650412545211665,0.0005698975276690275,0.005602277698349598,0.007893087295863044,1646837.8672655094,595,143497.316257192
0 - No/Unknown,0 - No/Unknown,0.9924847648075724,0.0006278326204326436,0.9911188770250303,0.9936419311006304,0.9995353608977955,0.00010397958883015716,0.9992730594744731,0.9997030444146323,0.9933495874547859,0.0005698975276690255,0.9921069127041345,0.9943977223016479,245982592.0470092,54386,2471694.501706663
Overall,1 - Yes,0.007053873595715094,0.0005865008117890651,0.005972509862605223,0.008329385029333409,1.0,0.0,N/A,N/A,0.007053873595715094,0.0005865008117890651,0.005972509862605223,0.008329385029333409,1748268.7619717477,626,147667.82512775032
1 - Yes,Overall,0.0008706125800379601,0.00018234297356537033,0.0005725978097843393,0.0013235269819126057,0.0008706125800379601,0.00018234297356537033,0.0005725978097843393,0.0013235269819126057,1.0,0.0,N/A,N/A,215777.15517677812,68,45335.900350641685
1 - Yes,0 - No/Unknown,0.0004613615967102301,0.00010315673969383427,0.0002949753008350174,0.0007215334341647369,0.0004646391022048105,0.00010397958883015675,0.0002969555853679212,0.0007269405255271578,0.5299275559401105,0.10360382789484798,0.3291391627523357,0.7214746277827822,114346.26047054,37,25773.913852157548
0 - No/Unknown,Overall,0.9991293874199623,0.00018234297356537038,0.9986764730180876,0.9994274021902159,0.9991293874199623,0.00018234297356537038,0.9986764730180876,0.9994274021902159,1.0,0.0,N/A,N/A,247629429.91427532,54981,2496341.990706852
1 - Yes,1 - Yes,0.00040925098332772946,0.00014677447549504884,0.00019970759416351212,0.0008384735925616464,0.058017907150523754,0.020193417960239296,0.028572310443849013,0.11424042206908766,0.4700724440598888,0.10360382789484804,0.27852537221721724,0.6708608372476639,101430.89470623797,31,36331.42236418747
Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,247845207.06945205,55049,2499997.190058569
